Complexity metrics,Ter, 12 dez 2017 11:11:32 BRST
"org.apache.qpid.qmf2.tools.QpidQueueStats.Stats.setData(QmfConsoleData)",1,1,1
"org.apache.qpid.qmf2.tools.QpidQueueStats.createQueueSubscription()",1,1,2
"org.apache.qpid.qmf2.tools.QpidQueueStats.main(String[])",1,11,13
"org.apache.qpid.qmf2.tools.QpidQueueStats.onEvent(WorkItem)",10,15,18
"org.apache.qpid.qmf2.tools.QueueFuse.QueueFuse(String,String,List<Pattern>,float)",1,3,3
"org.apache.qpid.qmf2.tools.QueueFuse.main(String[])",1,11,17
"org.apache.qpid.qmf2.tools.QueueFuse.onEvent(WorkItem)",6,7,8
"org.apache.qpid.qmf2.tools.QueueFuse.purgeQueue(String,long)",3,4,5
"org.apache.qpid.qmf2.tools.QueueFuse.updateQueueCache()",1,2,2
"org.apache.qpid.qmf2.util.ConnectionHelper.ConnectionHelper()",1,1,1
"org.apache.qpid.qmf2.util.ConnectionHelper.adjustBrokerListOptions(String,String)",4,3,4
"org.apache.qpid.qmf2.util.ConnectionHelper.createConnection(String)",1,1,1
"org.apache.qpid.qmf2.util.ConnectionHelper.createConnection(String,String)",1,3,3
"org.apache.qpid.qmf2.util.ConnectionHelper.createConnectionURL(String)",1,1,1
"org.apache.qpid.qmf2.util.ConnectionHelper.createConnectionURL(String,String)",2,35,37
"org.apache.qpid.qmf2.util.ConnectionHelper.parseExtendedAMQPURL(String,String,String)",1,11,15
"org.apache.qpid.qmf2.util.ConnectionHelper.parseURL(String,String,String,String,String)",2,7,8
"org.apache.qpid.qmf2.util.GetOpt.GetOpt(String[],String,String[])",6,13,16
"org.apache.qpid.qmf2.util.GetOpt.getEncArgs()",1,1,1
"org.apache.qpid.qmf2.util.GetOpt.getOptList()",1,1,1
"org.apache.qpid.restapi.ConnectionProxy.ConnectionProxy(ConnectionStore,String,String,String,boolean)",1,1,1
"org.apache.qpid.restapi.ConnectionProxy.close()",1,2,2
"org.apache.qpid.restapi.ConnectionProxy.createConnection()",1,4,4
"org.apache.qpid.restapi.ConnectionProxy.getConnectionOptions()",1,1,1
"org.apache.qpid.restapi.ConnectionProxy.getConsole()",1,1,1
"org.apache.qpid.restapi.ConnectionProxy.getUrl()",1,1,1
"org.apache.qpid.restapi.ConnectionProxy.isConnected()",1,1,1
"org.apache.qpid.restapi.ConnectionProxy.onException(JMSException)",1,1,1
"org.apache.qpid.restapi.ConnectionProxy.run()",1,4,4
"org.apache.qpid.restapi.ConnectionProxy.toString()",1,1,1
"org.apache.qpid.restapi.ConnectionProxy.waitForConnection()",2,2,3
"org.apache.qpid.restapi.ConnectionProxy.waitForConnection(long)",1,1,2
"org.apache.qpid.restapi.ConnectionStore.create(String,String,String,boolean)",1,2,2
"org.apache.qpid.restapi.ConnectionStore.delete(String)",1,2,2
"org.apache.qpid.restapi.ConnectionStore.get(String)",1,1,1
"org.apache.qpid.restapi.ConnectionStore.getAll(String)",1,3,3
"org.apache.qpid.restapi.FileServer.FileServer(String,boolean)",1,1,1
"org.apache.qpid.restapi.FileServer.doDelete(HttpTransaction)",1,1,1
"org.apache.qpid.restapi.FileServer.doGet(HttpTransaction)",9,24,27
"org.apache.qpid.restapi.FileServer.doPost(HttpTransaction)",1,1,1
"org.apache.qpid.restapi.FileServer.doPut(HttpTransaction)",1,1,1
"org.apache.qpid.restapi.FileServer.encodeUri(String)",1,4,5
"org.apache.qpid.restapi.FileServer.renderNumber(float)",4,4,4
"org.apache.qpid.restapi.JSON.encodeMapContents(Map)",1,3,3
"org.apache.qpid.restapi.JSON.fromList(List)",1,3,3
"org.apache.qpid.restapi.JSON.fromMap(Map)",1,1,1
"org.apache.qpid.restapi.JSON.fromObject(Object)",10,10,10
"org.apache.qpid.restapi.JSON.fromQmfData(QmfData)",1,2,2
"org.apache.qpid.restapi.JSON.fromWorkItem(WorkItem)",1,2,2
"org.apache.qpid.restapi.JSON.toMap(String)",2,3,3
"org.apache.qpid.restapi.JSON.toQmfData(String)",1,1,1
"org.apache.qpid.restapi.JSONMapParser.JSONMapParser(String)",1,1,1
"org.apache.qpid.restapi.JSONMapParser.decode(String)",1,1,1
"org.apache.qpid.restapi.JSONMapParser.decode(String,int)",1,1,1
"org.apache.qpid.restapi.JSONMapParser.eat(Type...)",2,3,3
"org.apache.qpid.restapi.JSONMapParser.keyval(Map<Object, Object>)",1,1,1
"org.apache.qpid.restapi.JSONMapParser.lex(String)",1,1,1
"org.apache.qpid.restapi.JSONMapParser.list()",5,5,5
"org.apache.qpid.restapi.JSONMapParser.map()",6,6,6
"org.apache.qpid.restapi.JSONMapParser.matches(Type...)",3,2,3
"org.apache.qpid.restapi.JSONMapParser.next()",1,1,1
"org.apache.qpid.restapi.JSONMapParser.tok2obj(Token)",11,10,12
"org.apache.qpid.restapi.JSONMapParser.unquote(String,Token)",4,4,18
"org.apache.qpid.restapi.JSONMapParser.value()",4,4,4
"org.apache.qpid.restapi.JSONMapParser.wlex(String)",1,3,3
"org.apache.qpid.restapi.QpidRestAPI.QpidRestAPI(String,int,String,int,String)",1,2,3
"org.apache.qpid.restapi.QpidRestAPI.main(String[])",1,14,16
"org.apache.qpid.restapi.QpidServer.QpidServer(String)",1,1,1
"org.apache.qpid.restapi.QpidServer.doDelete(HttpTransaction)",1,2,2
"org.apache.qpid.restapi.QpidServer.doGet(HttpTransaction)",1,36,36
"org.apache.qpid.restapi.QpidServer.doPost(HttpTransaction)",1,9,12
"org.apache.qpid.restapi.QpidServer.doPut(HttpTransaction)",1,4,6
"org.apache.qpid.restapi.QpidServer.sendGetObjectsResponse(HttpTransaction,Console,String)",1,4,4
"org.apache.qpid.restapi.httpserver.Authenticator.Authenticator(String,String)",1,2,2
"org.apache.qpid.restapi.httpserver.Authenticator.CacheUpdater.run()",1,1,1
"org.apache.qpid.restapi.httpserver.Authenticator.checkAccountFile()",1,2,2
"org.apache.qpid.restapi.httpserver.Authenticator.checkCredentials(String,String)",2,2,3
"org.apache.qpid.restapi.httpserver.Authenticator.loadCache()",1,2,2
"org.apache.qpid.restapi.httpserver.Delegator.Delegator(Server)",1,1,1
"org.apache.qpid.restapi.httpserver.Delegator.handle(HttpExchange)",1,5,5
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.HttpExchangeTransaction(HttpExchange)",1,1,1
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.addCookie(String,String)",1,1,1
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.getCookie(String)",5,3,5
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.getHeader(String)",1,1,1
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.getMethod()",1,1,1
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.getPrincipal()",1,2,2
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.getRemoteAddr()",1,1,1
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.getRemoteHost()",1,1,1
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.getRemotePort()",1,1,1
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.getRequest()",1,2,2
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.getRequestStream()",1,1,1
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.getRequestString()",1,1,1
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.getRequestURI()",1,1,1
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.logRequest()",1,2,2
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.sendResponse(int,String,InputStream)",4,3,4
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.sendResponse(int,String,String)",1,2,2
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.sendResponse(int,String,byte[])",1,2,2
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction.setHeader(String,String)",1,1,1
"org.apache.qpid.server.qmf2.QmfManagementAgent.QmfManagementAgent(String,Broker)",1,4,4
"org.apache.qpid.server.qmf2.QmfManagementAgent.addListenersForConnectionsAndChildren(VirtualHost<?, ?, ?>)",1,5,5
"org.apache.qpid.server.qmf2.QmfManagementAgent.addListenersForExchangesAndChildren(VirtualHost<?, ?, ?>)",1,7,7
"org.apache.qpid.server.qmf2.QmfManagementAgent.addListenersForQueuesAndChildren(VirtualHost<?, ?, ?>)",4,8,9
"org.apache.qpid.server.qmf2.QmfManagementAgent.attributeSet(ConfiguredObject,String,Object,Object)",1,1,1
"org.apache.qpid.server.qmf2.QmfManagementAgent.childAdded(ConfiguredObject,ConfiguredObject)",1,26,29
"org.apache.qpid.server.qmf2.QmfManagementAgent.childRemoved(ConfiguredObject,ConfiguredObject)",1,10,10
"org.apache.qpid.server.qmf2.QmfManagementAgent.close()",1,2,2
"org.apache.qpid.server.qmf2.QmfManagementAgent.isConnected()",1,1,1
"org.apache.qpid.server.qmf2.QmfManagementAgent.onEvent(WorkItem)",1,5,5
"org.apache.qpid.server.qmf2.QmfManagementAgent.registerConfigurationChangeListeners()",1,6,6
"org.apache.qpid.server.qmf2.QmfManagementAgent.stateChanged(ConfiguredObject,State,State)",1,1,1
"org.apache.qpid.server.qmf2.QmfManagementPluginImpl.QmfManagementPluginImpl(Map<String, Object>,Broker)",1,1,1
"org.apache.qpid.server.qmf2.QmfManagementPluginImpl.doStart()",1,9,9
"org.apache.qpid.server.qmf2.QmfManagementPluginImpl.doStop()",1,2,2
"org.apache.qpid.server.qmf2.QmfManagementPluginImpl.getConnectionURL()",1,1,1
"org.apache.qpid.server.qmf2.QmfManagementPluginImpl.onClose()",1,2,2
"org.apache.qpid.server.qmf2.QmfManagementPluginImpl.onOpen()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Binding.Binding(Binding)",1,3,3
"org.apache.qpid.server.qmf2.agentdata.Binding.createBindEvent()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Binding.createUnbindEvent()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Binding.getBindSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Binding.getSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Binding.getUnbindSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Binding.mapEncode()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Binding.setExchangeRef(ObjectId)",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Binding.setQueueRef(ObjectId)",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Broker.Broker(Broker)",7,4,8
"org.apache.qpid.server.qmf2.agentdata.Broker.NameParser.NameParser(String,String)",4,9,16
"org.apache.qpid.server.qmf2.agentdata.Broker.NameParser.getBinding()",4,3,5
"org.apache.qpid.server.qmf2.agentdata.Broker.NameParser.getBindingKey()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Broker.NameParser.getExchange()",4,3,5
"org.apache.qpid.server.qmf2.agentdata.Broker.NameParser.getExchangeName()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Broker.NameParser.getQueue()",4,3,5
"org.apache.qpid.server.qmf2.agentdata.Broker.NameParser.getQueueName()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Broker.NameParser.getVirtualHost()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Broker.NameParser.getVirtualHostName()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Broker.getSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Broker.invokeMethod(Agent,Handle,String,QmfData)",10,26,28
"org.apache.qpid.server.qmf2.agentdata.Broker.mapEncode()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Broker.parseAlternateExchange(String,Map<String, Object>)",3,3,5
"org.apache.qpid.server.qmf2.agentdata.Connection.Connection(VirtualHost,Connection)",1,5,5
"org.apache.qpid.server.qmf2.agentdata.Connection.createClientConnectEvent()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Connection.createClientDisconnectEvent()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Connection.getClientConnectSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Connection.getClientDisconnectSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Connection.getSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Connection.mapEncode()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Exchange.Exchange(VirtualHost,Exchange)",1,2,4
"org.apache.qpid.server.qmf2.agentdata.Exchange.createExchangeDeclareEvent()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Exchange.createExchangeDeleteEvent()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Exchange.getExchange()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Exchange.getExchangeDeclareSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Exchange.getExchangeDeleteSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Exchange.getSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Exchange.mapEncode()",1,3,4
"org.apache.qpid.server.qmf2.agentdata.Queue.Queue(VirtualHost,Queue)",1,2,4
"org.apache.qpid.server.qmf2.agentdata.Queue.createQueueDeclareEvent()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Queue.createQueueDeleteEvent()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Queue.getQueueDeclareSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Queue.getQueueDeleteSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Queue.getSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Queue.invokeMethod(Agent,Handle,String,QmfData)",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Queue.mapEncode()",1,3,3
"org.apache.qpid.server.qmf2.agentdata.Session.Session(Session,ObjectId)",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Session.getSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Session.mapEncode()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Subscription.Subscription(Consumer)",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Subscription.createSubscribeEvent()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Subscription.createUnsubscribeEvent()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Subscription.getSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Subscription.getSubscribeSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Subscription.getUnsubscribeSchema()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Subscription.mapEncode()",1,1,1
"org.apache.qpid.server.qmf2.agentdata.Subscription.setQueueRef(ObjectId,Queue)",1,1,2
"org.apache.qpid.server.qmf2.agentdata.Subscription.setSessionRef(ObjectId)",1,1,1

Class,OCavg,WMC
"org.apache.qpid.qmf2.agent.Agent","3,06",101
"org.apache.qpid.qmf2.agent.Agent.Heartbeat","3,00",3
"org.apache.qpid.qmf2.agent.AgentExternal","1,40",14
"org.apache.qpid.qmf2.agent.MethodCallParams","1,33",8
"org.apache.qpid.qmf2.agent.MethodCallWorkItem","1,00",2
"org.apache.qpid.qmf2.agent.QmfAgentData","1,20",24
"org.apache.qpid.qmf2.agent.QueryWorkItem","1,00",3
"org.apache.qpid.qmf2.agent.ResubscribeParams","1,25",5
"org.apache.qpid.qmf2.agent.ResubscribeRequestWorkItem","1,00",2
"org.apache.qpid.qmf2.agent.SubscribeRequestWorkItem","1,00",2
"org.apache.qpid.qmf2.agent.Subscription","2,00",24
"org.apache.qpid.qmf2.agent.SubscriptionParams","1,00",6
"org.apache.qpid.qmf2.agent.UnsubscribeRequestWorkItem","1,00",2
"org.apache.qpid.qmf2.common.AMQPMessage","2,67",24
"org.apache.qpid.qmf2.common.BlockingNotifier","1,50",3
"org.apache.qpid.qmf2.common.BooleanEquals","1,25",5
"org.apache.qpid.qmf2.common.BooleanExists","1,00",4
"org.apache.qpid.qmf2.common.BooleanExpression","5,75",23
"org.apache.qpid.qmf2.common.BooleanFalse","1,00",3
"org.apache.qpid.qmf2.common.BooleanGreaterEqual","1,25",5
"org.apache.qpid.qmf2.common.BooleanGreaterThan","1,25",5
"org.apache.qpid.qmf2.common.BooleanLessEqual","1,25",5
"org.apache.qpid.qmf2.common.BooleanLessThan","1,25",5
"org.apache.qpid.qmf2.common.BooleanNotEquals","1,25",5
"org.apache.qpid.qmf2.common.BooleanRegexMatch","1,25",5
"org.apache.qpid.qmf2.common.BooleanTrue","1,00",3
"org.apache.qpid.qmf2.common.Expression","5,00",5
"org.apache.qpid.qmf2.common.Handle","1,00",5
"org.apache.qpid.qmf2.common.LogicalAnd","2,00",4
"org.apache.qpid.qmf2.common.LogicalExpression","3,00",3
"org.apache.qpid.qmf2.common.LogicalNot","2,00",4
"org.apache.qpid.qmf2.common.LogicalOr","2,00",4
"org.apache.qpid.qmf2.common.NotifierWrapper","1,00",2
"org.apache.qpid.qmf2.common.NullQmfEventListener","1,00",1
"org.apache.qpid.qmf2.common.ObjectId","1,40",14
"org.apache.qpid.qmf2.common.QmfData","2,00",46
"org.apache.qpid.qmf2.common.QmfDescribed","1,20",6
"org.apache.qpid.qmf2.common.QmfEvent","2,00",18
"org.apache.qpid.qmf2.common.QmfException","1,00",1
"org.apache.qpid.qmf2.common.QmfManaged","1,20",6
"org.apache.qpid.qmf2.common.QmfQuery","2,14",30
"org.apache.qpid.qmf2.common.QmfQueryTarget",n/a,0
"org.apache.qpid.qmf2.common.QmfType",n/a,0
"org.apache.qpid.qmf2.common.SchemaClass","1,14",8
"org.apache.qpid.qmf2.common.SchemaClassId","1,50",18
"org.apache.qpid.qmf2.common.SchemaEventClass","1,69",27
"org.apache.qpid.qmf2.common.SchemaMethod","1,81",29
"org.apache.qpid.qmf2.common.SchemaObjectClass","1,82",40
"org.apache.qpid.qmf2.common.SchemaProperty","2,53",48
"org.apache.qpid.qmf2.common.WorkItem","1,00",4
"org.apache.qpid.qmf2.common.WorkItem.WorkItemType",n/a,0
"org.apache.qpid.qmf2.common.WorkQueue","1,25",5
"org.apache.qpid.qmf2.console.Agent","1,61",50
"org.apache.qpid.qmf2.console.AgentAccessWorkItem","1,33",4
"org.apache.qpid.qmf2.console.AgentAddedWorkItem","1,00",1
"org.apache.qpid.qmf2.console.AgentDeletedWorkItem","1,00",1
"org.apache.qpid.qmf2.console.AgentHeartbeatWorkItem","1,00",1
"org.apache.qpid.qmf2.console.AgentRestartedWorkItem","1,00",1
"org.apache.qpid.qmf2.console.Console","3,50",189
"org.apache.qpid.qmf2.console.EventReceivedWorkItem","1,00",2
"org.apache.qpid.qmf2.console.MethodResponseWorkItem","1,00",2
"org.apache.qpid.qmf2.console.MethodResult","2,50",15
"org.apache.qpid.qmf2.console.ObjectUpdateWorkItem","1,00",2
"org.apache.qpid.qmf2.console.QmfConsoleData","1,87",28
"org.apache.qpid.qmf2.console.SubscribeIndication","1,00",3
"org.apache.qpid.qmf2.console.SubscribeParams","1,29",9
"org.apache.qpid.qmf2.console.SubscribeResponseWorkItem","1,00",2
"org.apache.qpid.qmf2.console.SubscriptionIndicationWorkItem","1,00",2
"org.apache.qpid.qmf2.console.SubscriptionManager","1,21",17
"org.apache.qpid.qmf2.test.AgentExternalTest","4,56",41
"org.apache.qpid.qmf2.test.AgentExternalTest.Reaper","3,00",3
"org.apache.qpid.qmf2.test.AgentSubscriptionTestConsole","4,33",13
"org.apache.qpid.qmf2.test.AgentTest","3,60",18
"org.apache.qpid.qmf2.test.AgentTestConsole","5,33",16
"org.apache.qpid.qmf2.test.BigPayloadAgentTest","1,80",9
"org.apache.qpid.qmf2.test.BigPayloadAgentTestConsole","3,00",9
"org.apache.qpid.qmf2.test.BrokerSubscriptionTestConsole","5,33",16
"org.apache.qpid.qmf2.test.InvokeMethodTest","2,00",6
"org.apache.qpid.qmf2.test.PartialGetObjectsTest","2,67",8
"org.apache.qpid.qmf2.test.SchemaTest","2,67",8
"org.apache.qpid.qmf2.test.Test1","4,50",9
"org.apache.qpid.qmf2.test.Test2","3,50",7
"org.apache.qpid.qmf2.test.Test3","1,00",2
"org.apache.qpid.qmf2.test.Test4","2,29",16
"org.apache.qpid.qmf2.test.URLTest","1,00",1
"org.apache.qpid.qmf2.tools.ConnectionAudit","5,12",41
"org.apache.qpid.qmf2.tools.ConnectionLogger","5,67",34
"org.apache.qpid.qmf2.tools.QpidConfig","10,38",166
"org.apache.qpid.qmf2.tools.QpidCtrl","12,00",24
"org.apache.qpid.qmf2.tools.QpidPrintEvents","3,67",11
"org.apache.qpid.qmf2.tools.QpidQueueStats","6,50",26
"org.apache.qpid.qmf2.tools.QpidQueueStats.Stats","1,00",4
"org.apache.qpid.qmf2.tools.QueueFuse","5,00",25
"org.apache.qpid.qmf2.util.ConnectionHelper","8,00",64
"org.apache.qpid.qmf2.util.GetOpt","4,67",14
"org.apache.qpid.restapi.ConnectionProxy","1,50",18
"org.apache.qpid.restapi.ConnectionStore","2,00",8
"org.apache.qpid.restapi.FileServer","4,86",34
"org.apache.qpid.restapi.JSON","3,00",24
"org.apache.qpid.restapi.JSONMapParser","4,14",58
"org.apache.qpid.restapi.QpidRestAPI","6,00",12
"org.apache.qpid.restapi.QpidServer","8,33",50
"org.apache.qpid.restapi.httpserver.Authenticator","1,75",7
"org.apache.qpid.restapi.httpserver.Authenticator.CacheUpdater","1,00",1
"org.apache.qpid.restapi.httpserver.Delegator","3,00",6
"org.apache.qpid.restapi.httpserver.HttpExchangeTransaction","1,67",30
"org.apache.qpid.server.qmf2.QmfManagementAgent","5,92",71
"org.apache.qpid.server.qmf2.QmfManagementPluginImpl","2,33",14
"org.apache.qpid.server.qmf2.agentdata.Binding","1,11",10
"org.apache.qpid.server.qmf2.agentdata.Broker","6,80",34
"org.apache.qpid.server.qmf2.agentdata.Broker.NameParser","3,56",32
"org.apache.qpid.server.qmf2.agentdata.Connection","1,57",11
"org.apache.qpid.server.qmf2.agentdata.Exchange","1,75",14
"org.apache.qpid.server.qmf2.agentdata.Queue","1,62",13
"org.apache.qpid.server.qmf2.agentdata.Session","1,00",3
"org.apache.qpid.server.qmf2.agentdata.Subscription","1,11",10

Package,v(G)avg,v(G)tot
"qpid-broker-plugins-management-qmf2.src.main.java.org.apache.qpid.server.qmf2","5,33",96
"qpid-broker-plugins-management-qmf2.src.main.java.org.apache.qpid.server.qmf2.agentdata","2,43",141
"qpid-qmf2-rest.src.main.java.org.apache.qpid.restapi","4,43",235
"qpid-qmf2-rest.src.main.java.org.apache.qpid.restapi.httpserver","1,84",46
"qpid-qmf2-test.src.main.java.org.apache.qpid.qmf2.test","4,18",230
"qpid-qmf2-tools.src.main.java.org.apache.qpid.qmf2.tools","8,52",409
"qpid-qmf2.src.main.java.org.apache.qpid.qmf2.agent","2,14",220
"qpid-qmf2.src.main.java.org.apache.qpid.qmf2.common","1,94",459
"qpid-qmf2.src.main.java.org.apache.qpid.qmf2.console","2,59",375
"qpid-qmf2.src.main.java.org.apache.qpid.qmf2.util","8,00",88

Module,v(G)avg,v(G)tot
"qpid","3,06",2.299

Project,v(G)avg,v(G)tot
"project","3,06",2.299

