Complexity metrics,Sex, 27 out 2017 11:21:48 BRST
"com.google.common.collect.MapMakerInternalMap.NullEntry.setValueReference(ValueReference<Object, Object>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.Segment.Segment(MapMakerInternalMap<K, V>,int,int)",1,5,7
"com.google.common.collect.MapMakerInternalMap.Segment.clear()",1,7,7
"com.google.common.collect.MapMakerInternalMap.Segment.clearKeyReferenceQueue()",1,1,2
"com.google.common.collect.MapMakerInternalMap.Segment.clearReferenceQueues()",1,3,3
"com.google.common.collect.MapMakerInternalMap.Segment.clearValue(K,int,ValueReference<K, V>)",4,6,6
"com.google.common.collect.MapMakerInternalMap.Segment.clearValueReferenceQueue()",1,1,2
"com.google.common.collect.MapMakerInternalMap.Segment.containsKey(Object,int)",3,2,3
"com.google.common.collect.MapMakerInternalMap.Segment.containsValue(Object)",6,4,6
"com.google.common.collect.MapMakerInternalMap.Segment.copyEntry(ReferenceEntry<K, V>,ReferenceEntry<K, V>)",3,2,4
"com.google.common.collect.MapMakerInternalMap.Segment.drainKeyReferenceQueue()",3,2,3
"com.google.common.collect.MapMakerInternalMap.Segment.drainRecencyQueue()",1,5,5
"com.google.common.collect.MapMakerInternalMap.Segment.drainReferenceQueues()",1,3,3
"com.google.common.collect.MapMakerInternalMap.Segment.drainValueReferenceQueue()",3,2,3
"com.google.common.collect.MapMakerInternalMap.Segment.enqueueNotification(K,int,V,RemovalCause)",1,2,2
"com.google.common.collect.MapMakerInternalMap.Segment.enqueueNotification(ReferenceEntry<K, V>,RemovalCause)",1,1,1
"com.google.common.collect.MapMakerInternalMap.Segment.evictEntries()",3,3,4
"com.google.common.collect.MapMakerInternalMap.Segment.expand()",2,7,9
"com.google.common.collect.MapMakerInternalMap.Segment.expireEntries()",4,3,5
"com.google.common.collect.MapMakerInternalMap.Segment.get(Object,int)",2,2,3
"com.google.common.collect.MapMakerInternalMap.Segment.getEntry(Object,int)",6,4,6
"com.google.common.collect.MapMakerInternalMap.Segment.getFirst(int)",1,1,1
"com.google.common.collect.MapMakerInternalMap.Segment.getLiveEntry(Object,int)",3,4,4
"com.google.common.collect.MapMakerInternalMap.Segment.getLiveValue(ReferenceEntry<K, V>)",4,5,5
"com.google.common.collect.MapMakerInternalMap.Segment.initTable(AtomicReferenceArray<ReferenceEntry<K, V>>)",1,1,2
"com.google.common.collect.MapMakerInternalMap.Segment.isCollected(ValueReference<K, V>)",2,1,2
"com.google.common.collect.MapMakerInternalMap.Segment.newEntry(K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.Segment.newEntryArray(int)",1,1,1
"com.google.common.collect.MapMakerInternalMap.Segment.postReadCleanup()",1,2,2
"com.google.common.collect.MapMakerInternalMap.Segment.postWriteCleanup()",1,1,1
"com.google.common.collect.MapMakerInternalMap.Segment.preWriteCleanup()",1,1,1
"com.google.common.collect.MapMakerInternalMap.Segment.put(K,int,V,boolean)",5,9,11
"com.google.common.collect.MapMakerInternalMap.Segment.reclaimKey(ReferenceEntry<K, V>,int)",3,3,3
"com.google.common.collect.MapMakerInternalMap.Segment.reclaimValue(K,int,ValueReference<K, V>)",4,7,7
"com.google.common.collect.MapMakerInternalMap.Segment.recordExpirationTime(ReferenceEntry<K, V>,long)",1,1,1
"com.google.common.collect.MapMakerInternalMap.Segment.recordLockedRead(ReferenceEntry<K, V>)",1,2,2
"com.google.common.collect.MapMakerInternalMap.Segment.recordRead(ReferenceEntry<K, V>)",1,2,2
"com.google.common.collect.MapMakerInternalMap.Segment.recordWrite(ReferenceEntry<K, V>)",1,2,3
"com.google.common.collect.MapMakerInternalMap.Segment.remove(Object,int)",5,6,7
"com.google.common.collect.MapMakerInternalMap.Segment.remove(Object,int,Object)",5,6,7
"com.google.common.collect.MapMakerInternalMap.Segment.removeCollectedEntry(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.Segment.removeEntry(ReferenceEntry<K, V>,int,RemovalCause)",3,3,3
"com.google.common.collect.MapMakerInternalMap.Segment.removeFromChain(ReferenceEntry<K, V>,ReferenceEntry<K, V>)",1,3,3
"com.google.common.collect.MapMakerInternalMap.Segment.replace(K,int,V)",4,7,7
"com.google.common.collect.MapMakerInternalMap.Segment.replace(K,int,V,V)",5,8,8
"com.google.common.collect.MapMakerInternalMap.Segment.runCleanup()",1,1,1
"com.google.common.collect.MapMakerInternalMap.Segment.runLockedCleanup()",1,2,2
"com.google.common.collect.MapMakerInternalMap.Segment.runUnlockedCleanup()",1,2,2
"com.google.common.collect.MapMakerInternalMap.Segment.setValue(ReferenceEntry<K, V>,V)",1,1,1
"com.google.common.collect.MapMakerInternalMap.Segment.tryDrainReferenceQueues()",1,2,2
"com.google.common.collect.MapMakerInternalMap.Segment.tryExpireEntries()",1,2,2
"com.google.common.collect.MapMakerInternalMap.SerializationProxy.SerializationProxy(Strength,Strength,Equivalence<Object>,Equivalence<Object>,long,long,int,int,RemovalListener<? super K, ? super V>,ConcurrentMap<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SerializationProxy.readObject(ObjectInputStream)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SerializationProxy.readResolve()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SerializationProxy.writeObject(ObjectOutputStream)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.SoftEntry(ReferenceQueue<K>,K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.getExpirationTime()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.getHash()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.getKey()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.getNext()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.getNextEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.getNextExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.getPreviousEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.getPreviousExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.getValueReference()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.setExpirationTime(long)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.setNextEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.setNextExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.setPreviousEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.setPreviousExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEntry.setValueReference(ValueReference<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEvictableEntry.SoftEvictableEntry(ReferenceQueue<K>,K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEvictableEntry.getNextEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEvictableEntry.getPreviousEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEvictableEntry.setNextEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftEvictableEntry.setPreviousEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEntry.SoftExpirableEntry(ReferenceQueue<K>,K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEntry.getExpirationTime()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEntry.getNextExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEntry.getPreviousExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEntry.setExpirationTime(long)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEntry.setNextExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEntry.setPreviousExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEvictableEntry.SoftExpirableEvictableEntry(ReferenceQueue<K>,K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEvictableEntry.getExpirationTime()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEvictableEntry.getNextEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEvictableEntry.getNextExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEvictableEntry.getPreviousEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEvictableEntry.getPreviousExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEvictableEntry.setExpirationTime(long)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEvictableEntry.setNextEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEvictableEntry.setNextExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEvictableEntry.setPreviousEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftExpirableEvictableEntry.setPreviousExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftValueReference.SoftValueReference(ReferenceQueue<V>,V,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftValueReference.clear(ValueReference<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftValueReference.copyFor(ReferenceQueue<V>,V,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftValueReference.getEntry()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftValueReference.isComputingReference()",1,1,1
"com.google.common.collect.MapMakerInternalMap.SoftValueReference.waitForValue()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.StrongEntry(K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.getExpirationTime()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.getHash()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.getKey()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.getNext()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.getNextEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.getNextExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.getPreviousEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.getPreviousExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.getValueReference()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.setExpirationTime(long)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.setNextEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.setNextExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.setPreviousEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.setPreviousExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEntry.setValueReference(ValueReference<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEvictableEntry.StrongEvictableEntry(K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEvictableEntry.getNextEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEvictableEntry.getPreviousEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEvictableEntry.setNextEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongEvictableEntry.setPreviousEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEntry.StrongExpirableEntry(K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEntry.getExpirationTime()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEntry.getNextExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEntry.getPreviousExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEntry.setExpirationTime(long)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEntry.setNextExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEntry.setPreviousExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEvictableEntry.StrongExpirableEvictableEntry(K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEvictableEntry.getExpirationTime()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEvictableEntry.getNextEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEvictableEntry.getNextExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEvictableEntry.getPreviousEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEvictableEntry.getPreviousExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEvictableEntry.setExpirationTime(long)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEvictableEntry.setNextEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEvictableEntry.setNextExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEvictableEntry.setPreviousEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongExpirableEvictableEntry.setPreviousExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongValueReference.StrongValueReference(V)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongValueReference.clear(ValueReference<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongValueReference.copyFor(ReferenceQueue<V>,V,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongValueReference.get()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongValueReference.getEntry()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongValueReference.isComputingReference()",1,1,1
"com.google.common.collect.MapMakerInternalMap.StrongValueReference.waitForValue()",1,1,1
"com.google.common.collect.MapMakerInternalMap.ValueIterator.next()",1,1,1
"com.google.common.collect.MapMakerInternalMap.Values.clear()",1,1,1
"com.google.common.collect.MapMakerInternalMap.Values.contains(Object)",1,1,1
"com.google.common.collect.MapMakerInternalMap.Values.isEmpty()",1,1,1
"com.google.common.collect.MapMakerInternalMap.Values.iterator()",1,1,1
"com.google.common.collect.MapMakerInternalMap.Values.size()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.WeakEntry(ReferenceQueue<K>,K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.getExpirationTime()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.getHash()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.getKey()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.getNext()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.getNextEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.getNextExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.getPreviousEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.getPreviousExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.getValueReference()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.setExpirationTime(long)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.setNextEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.setNextExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.setPreviousEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.setPreviousExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEntry.setValueReference(ValueReference<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEvictableEntry.WeakEvictableEntry(ReferenceQueue<K>,K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEvictableEntry.getNextEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEvictableEntry.getPreviousEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEvictableEntry.setNextEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakEvictableEntry.setPreviousEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEntry.WeakExpirableEntry(ReferenceQueue<K>,K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEntry.getExpirationTime()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEntry.getNextExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEntry.getPreviousExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEntry.setExpirationTime(long)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEntry.setNextExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEntry.setPreviousExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEvictableEntry.WeakExpirableEvictableEntry(ReferenceQueue<K>,K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEvictableEntry.getExpirationTime()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEvictableEntry.getNextEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEvictableEntry.getNextExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEvictableEntry.getPreviousEvictable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEvictableEntry.getPreviousExpirable()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEvictableEntry.setExpirationTime(long)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEvictableEntry.setNextEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEvictableEntry.setNextExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEvictableEntry.setPreviousEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakExpirableEvictableEntry.setPreviousExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakValueReference.WeakValueReference(ReferenceQueue<V>,V,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakValueReference.clear(ValueReference<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakValueReference.copyFor(ReferenceQueue<V>,V,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakValueReference.getEntry()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakValueReference.isComputingReference()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WeakValueReference.waitForValue()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WriteThroughEntry.WriteThroughEntry(K,V)",1,1,1
"com.google.common.collect.MapMakerInternalMap.WriteThroughEntry.equals(Object)",2,3,3
"com.google.common.collect.MapMakerInternalMap.WriteThroughEntry.getKey()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WriteThroughEntry.getValue()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WriteThroughEntry.hashCode()",1,1,1
"com.google.common.collect.MapMakerInternalMap.WriteThroughEntry.setValue(V)",1,1,1
"com.google.common.collect.MapMakerInternalMap.clear()",1,2,2
"com.google.common.collect.MapMakerInternalMap.connectEvictables(ReferenceEntry<K, V>,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.connectExpirables(ReferenceEntry<K, V>,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.containsKey(Object)",2,1,2
"com.google.common.collect.MapMakerInternalMap.containsValue(Object)",8,6,9
"com.google.common.collect.MapMakerInternalMap.copyEntry(ReferenceEntry<K, V>,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.createSegment(int,int)",1,1,1
"com.google.common.collect.MapMakerInternalMap.discardingQueue()",1,1,1
"com.google.common.collect.MapMakerInternalMap.entrySet()",1,1,2
"com.google.common.collect.MapMakerInternalMap.evictsBySize()",1,1,1
"com.google.common.collect.MapMakerInternalMap.expires()",1,2,2
"com.google.common.collect.MapMakerInternalMap.expiresAfterAccess()",1,1,1
"com.google.common.collect.MapMakerInternalMap.expiresAfterWrite()",1,1,1
"com.google.common.collect.MapMakerInternalMap.get(Object)",2,1,2
"com.google.common.collect.MapMakerInternalMap.getEntry(Object)",2,1,2
"com.google.common.collect.MapMakerInternalMap.getLiveValue(ReferenceEntry<K, V>)",4,2,5
"com.google.common.collect.MapMakerInternalMap.hash(Object)",1,1,1
"com.google.common.collect.MapMakerInternalMap.isEmpty()",7,1,7
"com.google.common.collect.MapMakerInternalMap.isExpired(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.isExpired(ReferenceEntry<K, V>,long)",1,1,1
"com.google.common.collect.MapMakerInternalMap.isLive(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.keySet()",1,1,2
"com.google.common.collect.MapMakerInternalMap.newEntry(K,int,ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.newSegmentArray(int)",1,1,1
"com.google.common.collect.MapMakerInternalMap.newValueReference(ReferenceEntry<K, V>,V)",1,1,1
"com.google.common.collect.MapMakerInternalMap.nullEntry()",1,1,1
"com.google.common.collect.MapMakerInternalMap.nullifyEvictable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.nullifyExpirable(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.processPendingNotifications()",1,3,3
"com.google.common.collect.MapMakerInternalMap.put(K,V)",1,1,1
"com.google.common.collect.MapMakerInternalMap.putAll(Map<? extends K, ? extends V>)",1,2,2
"com.google.common.collect.MapMakerInternalMap.putIfAbsent(K,V)",1,1,1
"com.google.common.collect.MapMakerInternalMap.reclaimKey(ReferenceEntry<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.reclaimValue(ValueReference<K, V>)",1,1,1
"com.google.common.collect.MapMakerInternalMap.rehash(int)",1,1,1
"com.google.common.collect.MapMakerInternalMap.remove(Object)",2,1,2
"com.google.common.collect.MapMakerInternalMap.remove(Object,Object)",2,1,3
"com.google.common.collect.MapMakerInternalMap.replace(K,V)",1,1,1
"com.google.common.collect.MapMakerInternalMap.replace(K,V,V)",2,1,2
"com.google.common.collect.MapMakerInternalMap.segmentFor(int)",1,1,1
"com.google.common.collect.MapMakerInternalMap.size()",1,1,2
"com.google.common.collect.MapMakerInternalMap.unset()",1,1,1
"com.google.common.collect.MapMakerInternalMap.usesKeyReferences()",1,1,1
"com.google.common.collect.MapMakerInternalMap.usesValueReferences()",1,1,1
"com.google.common.collect.MapMakerInternalMap.values()",1,1,2
"com.google.common.collect.MapMakerInternalMap.writeReplace()",1,1,1
"com.google.common.collect.Maps.AbstractFilteredMap.AbstractFilteredMap(Map<K, V>,Predicate<? super Entry<K, V>>)",1,1,1
"com.google.common.collect.Maps.AbstractFilteredMap.Values.clear()",1,1,1
"com.google.common.collect.Maps.AbstractFilteredMap.Values.isEmpty()",1,1,1
"com.google.common.collect.Maps.AbstractFilteredMap.Values.iterator()",1,1,1
"com.google.common.collect.Maps.AbstractFilteredMap.Values.remove(Object)",3,4,4
"com.google.common.collect.Maps.AbstractFilteredMap.Values.removeAll(Collection<?>)",1,4,4
"com.google.common.collect.Maps.AbstractFilteredMap.Values.retainAll(Collection<?>)",1,4,4
"com.google.common.collect.Maps.AbstractFilteredMap.Values.size()",1,1,1
"com.google.common.collect.Maps.AbstractFilteredMap.Values.toArray()",1,1,1
"com.google.common.collect.Maps.AbstractFilteredMap.Values.toArray(T[])",1,1,1
"com.google.common.collect.Maps.AbstractFilteredMap.apply(Object,V)",1,1,1
"com.google.common.collect.Maps.AbstractFilteredMap.containsKey(Object)",1,2,2
"com.google.common.collect.Maps.AbstractFilteredMap.get(Object)",1,2,3
"com.google.common.collect.Maps.AbstractFilteredMap.isEmpty()",1,1,1
"com.google.common.collect.Maps.AbstractFilteredMap.put(K,V)",1,1,1
"com.google.common.collect.Maps.AbstractFilteredMap.putAll(Map<? extends K, ? extends V>)",1,2,2
"com.google.common.collect.Maps.AbstractFilteredMap.remove(Object)",1,2,2
"com.google.common.collect.Maps.AbstractFilteredMap.values()",1,1,2
"com.google.common.collect.Maps.AsMapView.AsMapView(Set<K>,Function<? super K, V>)",1,1,1
"com.google.common.collect.Maps.AsMapView.backingSet()",1,1,1
"com.google.common.collect.Maps.AsMapView.clear()",1,1,1
"com.google.common.collect.Maps.AsMapView.containsKey(Object)",1,1,1
"com.google.common.collect.Maps.AsMapView.createEntrySet()",1,1,1
"com.google.common.collect.Maps.AsMapView.entry(K)",1,1,1
"com.google.common.collect.Maps.AsMapView.get(Object)",2,2,2
"com.google.common.collect.Maps.AsMapView.keySet()",1,1,1
"com.google.common.collect.Maps.AsMapView.remove(Object)",2,2,2
"com.google.common.collect.Maps.AsMapView.size()",1,1,1
"com.google.common.collect.Maps.AsMapView.values()",1,1,1
